Frame,Visibility,X,Y
164,1,670.0,131.0
165,1,677.0,117.0
166,1,688.0,116.0
167,1,697.0,113.0
168,1,708.0,113.0
169,1,711.0,114.0
170,1,722.0,114.0
171,1,730.0,119.0
172,1,739.0,121.0
173,1,747.0,131.0
174,1,754.0,138.0
175,1,762.0,151.0
176,1,766.0,162.0
177,1,772.0,175.0
178,1,776.0,186.0
179,1,780.0,201.0
180,1,785.0,219.0
181,1,790.0,235.0
182,1,799.0,256.0
183,1,801.0,280.0
184,1,805.0,298.0
185,1,810.0,324.0
186,1,813.0,342.0
187,1,810.0,294.0
188,1,801.0,250.0
189,1,799.0,222.0
190,1,793.0,205.0
191,1,796.0,195.0
192,1,792.0,183.0
193,1,792.0,174.0
194,1,791.0,171.0
195,1,791.0,166.0
196,1,789.0,166.0
197,1,792.0,167.0
198,1,788.0,167.0
199,1,791.0,171.0
200,1,794.0,175.0
201,1,789.0,178.0
202,1,793.0,182.0
203,1,792.0,189.0
204,1,793.0,194.0
205,1,795.0,202.0
206,1,793.0,209.0
207,1,794.0,226.0
208,1,797.0,232.0
209,1,797.0,242.0
210,1,798.0,256.0
211,1,798.0,265.0
212,1,801.0,275.0
213,1,803.0,291.0
214,1,802.0,302.0
215,1,803.0,318.0
216,1,803.0,331.0
217,1,804.0,343.0
218,1,807.0,361.0
219,1,809.0,373.0
220,1,806.0,371.0
221,1,807.0,363.0
222,1,803.0,362.0
223,1,805.0,363.0
224,1,806.0,360.0
225,1,804.0,358.0
226,1,805.0,359.0
227,1,805.0,362.0
228,1,805.0,366.0
229,1,805.0,366.0
230,1,806.0,371.0
231,1,803.0,372.0
232,1,804.0,372.0
233,1,802.0,371.0
234,1,804.0,370.0
235,1,803.0,374.0
236,1,804.0,373.0
237,1,804.0,375.0
238,1,803.0,371.0
239,1,807.0,373.0
240,1,809.0,375.0
241,1,810.0,372.0
242,1,808.0,372.0
243,1,807.0,371.0
244,1,812.0,372.0
245,1,814.0,372.0
246,1,815.0,374.0
247,1,812.0,373.0
248,1,812.0,375.0
249,1,814.0,370.0
250,1,814.0,372.0
