Frame,Visibility,X,Y
166,1,547.0,347.0
167,1,575.0,298.0
168,1,596.0,261.0
169,1,615.0,229.0
170,1,633.0,204.0
171,1,650.0,180.0
172,1,666.0,162.0
173,1,676.0,143.0
174,1,692.0,132.0
175,1,700.0,121.0
176,1,711.0,113.0
177,1,722.0,107.0
178,1,731.0,99.0
179,1,740.0,95.0
180,1,748.0,93.0
181,1,760.0,90.0
182,1,766.0,92.0
183,1,776.0,93.0
184,1,783.0,97.0
185,1,788.0,101.0
186,1,796.0,107.0
187,1,804.0,115.0
188,1,810.0,121.0
189,1,816.0,131.0
190,1,825.0,138.0
191,1,827.0,150.0
192,1,834.0,160.0
193,1,840.0,172.0
194,1,842.0,184.0
195,1,847.0,197.0
196,1,852.0,211.0
197,1,857.0,224.0
198,1,860.0,238.0
199,1,864.0,252.0
200,1,867.0,268.0
201,1,874.0,283.0
202,1,872.0,300.0
203,1,879.0,317.0
204,1,880.0,333.0
205,1,883.0,349.0
206,1,884.0,366.0
207,1,886.0,385.0
208,1,887.0,383.0
209,1,885.0,375.0
210,1,887.0,375.0
211,1,889.0,373.0
212,1,888.0,375.0
213,1,888.0,372.0
214,1,888.0,373.0
215,1,889.0,379.0
216,1,887.0,381.0
217,1,886.0,389.0
218,1,885.0,387.0
219,1,886.0,387.0
220,1,888.0,387.0
221,1,887.0,388.0
222,1,886.0,390.0
223,1,889.0,389.0
224,1,886.0,388.0
225,1,886.0,389.0
226,1,885.0,388.0
227,1,889.0,389.0
228,1,887.0,387.0
229,1,889.0,388.0
230,1,888.0,390.0
231,1,888.0,387.0
232,1,888.0,385.0
233,1,888.0,388.0
234,1,888.0,386.0
235,1,889.0,387.0
236,1,890.0,385.0
237,1,890.0,388.0
238,1,888.0,389.0
239,1,888.0,385.0
240,1,885.0,385.0
241,1,882.0,388.0
242,0,0,0
243,0,0,0
244,0,0,0
245,0,0,0
246,0,0,0
247,0,0,0
248,0,0,0
249,0,0,0
250,0,0,0
251,0,0,0
252,0,0,0
253,0,0,0
254,0,0,0
255,0,0,0
256,0,0,0
257,0,0,0
258,0,0,0
