Frame,Visibility,X,Y
169,1,624.0,302.0
170,1,612.0,304.0
171,1,604.0,306.0
172,1,597.0,312.0
173,1,588.0,316.0
174,1,581.0,329.0
175,1,572.0,330.0
176,1,568.0,341.0
177,1,561.0,350.0
178,1,555.0,364.0
179,1,547.0,380.0
180,1,562.0,373.0
181,1,588.0,345.0
182,1,610.0,328.0
183,1,628.0,313.0
184,1,645.0,296.0
185,1,659.0,291.0
186,1,677.0,280.0
187,1,687.0,273.0
188,1,700.0,271.0
189,1,717.0,269.0
190,1,730.0,266.0
191,1,737.0,266.0
192,1,747.0,270.0
193,1,758.0,272.0
194,1,768.0,282.0
195,1,783.0,286.0
196,1,789.0,288.0
197,1,794.0,304.0
198,1,803.0,315.0
199,1,813.0,327.0
200,1,819.0,343.0
201,1,827.0,359.0
202,1,831.0,374.0
203,1,834.0,387.0
204,1,840.0,407.0
205,1,852.0,426.0
206,1,854.0,443.0
207,1,862.0,467.0
208,1,862.0,486.0
209,1,866.0,510.0
210,1,874.0,541.0
211,1,826.0,509.0
212,0,0,0
213,0,0,0
214,0,0,0
215,1,671.0,370.0
216,1,647.0,350.0
217,1,628.0,337.0
218,1,608.0,326.0
219,1,595.0,314.0
220,1,580.0,312.0
221,1,572.0,308.0
222,1,561.0,305.0
223,1,551.0,305.0
224,1,539.0,301.0
225,1,534.0,310.0
226,1,525.0,313.0
227,1,516.0,313.0
228,1,512.0,317.0
229,1,507.0,328.0
230,1,504.0,340.0
231,1,498.0,341.0
232,1,494.0,356.0
233,1,487.0,365.0
234,1,486.0,375.0
235,1,482.0,385.0
236,1,480.0,393.0
237,1,477.0,410.0
238,1,465.0,386.0
239,1,462.0,360.0
240,1,451.0,343.0
241,1,447.0,331.0
242,1,442.0,316.0
243,1,435.0,305.0
244,1,431.0,297.0
245,1,426.0,288.0
246,1,425.0,293.0
247,1,418.0,284.0
248,1,415.0,278.0
249,1,410.0,286.0
250,1,407.0,287.0
251,1,402.0,288.0
252,1,399.0,293.0
253,1,394.0,302.0
254,1,393.0,310.0
255,1,389.0,319.0
256,1,385.0,328.0
257,1,378.0,343.0
258,1,376.0,358.0
259,1,372.0,372.0
260,1,373.0,387.0
261,1,369.0,401.0
262,1,365.0,419.0
263,1,364.0,442.0
264,1,372.0,382.0
265,1,383.0,311.0
266,1,393.0,263.0
267,1,399.0,227.0
268,1,401.0,201.0
269,1,410.0,184.0
270,1,410.0,167.0
271,1,416.0,155.0
272,1,422.0,145.0
273,1,425.0,138.0
274,1,429.0,134.0
275,1,428.0,129.0
276,1,433.0,130.0
277,1,436.0,126.0
278,1,439.0,127.0
279,1,442.0,132.0
280,1,445.0,134.0
281,1,447.0,139.0
282,1,451.0,145.0
283,1,452.0,152.0
284,1,458.0,160.0
285,1,460.0,167.0
286,1,461.0,173.0
287,1,465.0,187.0
288,1,470.0,194.0
289,1,471.0,208.0
290,1,474.0,215.0
291,1,477.0,231.0
292,1,478.0,240.0
293,1,474.0,222.0
294,1,472.0,202.0
295,1,467.0,189.0
296,1,467.0,185.0
297,1,466.0,175.0
298,1,465.0,172.0
299,1,464.0,168.0
300,1,463.0,168.0
301,1,462.0,169.0
302,1,462.0,167.0
303,1,461.0,170.0
304,1,460.0,177.0
305,1,458.0,182.0
306,1,456.0,191.0
307,1,457.0,199.0
308,1,457.0,209.0
309,1,454.0,218.0
310,1,453.0,228.0
311,1,451.0,245.0
312,1,451.0,261.0
313,1,448.0,275.0
314,1,446.0,291.0
315,1,446.0,309.0
316,1,447.0,329.0
317,1,453.0,279.0
318,1,454.0,236.0
319,1,458.0,203.0
320,1,460.0,182.0
321,1,463.0,168.0
322,1,465.0,156.0
323,1,467.0,148.0
324,1,469.0,141.0
325,1,470.0,136.0
326,1,472.0,135.0
327,1,473.0,134.0
328,1,476.0,133.0
329,1,475.0,138.0
330,1,479.0,138.0
331,1,481.0,143.0
332,1,483.0,148.0
333,1,486.0,153.0
334,1,484.0,160.0
335,1,488.0,167.0
336,1,491.0,173.0
337,1,623.0,327.0
338,1,632.0,339.0
339,1,639.0,347.0
340,1,648.0,363.0
341,1,651.0,375.0
342,1,659.0,386.0
343,1,664.0,398.0
344,1,668.0,415.0
345,1,673.0,434.0
346,1,678.0,450.0
347,1,683.0,466.0
348,0,0,0
349,0,0,0
350,1,698.0,347.0
351,1,702.0,314.0
352,1,705.0,288.0
353,1,709.0,266.0
354,1,711.0,246.0
355,0,0,0
356,1,718.0,218.0
357,1,719.0,209.0
358,1,721.0,202.0
359,1,722.0,197.0
360,1,726.0,195.0
361,1,727.0,189.0
362,1,730.0,185.0
363,1,730.0,187.0
364,1,732.0,192.0
365,1,733.0,192.0
366,1,738.0,196.0
367,1,739.0,203.0
368,1,740.0,210.0
369,1,742.0,213.0
370,1,708.0,191.0
371,1,675.0,173.0
372,1,649.0,161.0
373,1,629.0,151.0
374,1,609.0,141.0
375,1,592.0,136.0
376,1,576.0,132.0
377,1,561.0,128.0
378,1,548.0,128.0
379,1,537.0,128.0
380,1,522.0,132.0
381,1,513.0,138.0
382,1,500.0,139.0
383,1,490.0,146.0
384,1,480.0,151.0
385,1,472.0,162.0
386,1,462.0,174.0
387,1,454.0,186.0
388,1,445.0,202.0
389,1,438.0,210.0
390,1,432.0,230.0
391,1,420.0,249.0
392,1,416.0,262.0
393,1,408.0,276.0
394,1,406.0,296.0
395,1,395.0,316.0
396,1,388.0,339.0
397,1,385.0,361.0
398,1,384.0,377.0
399,1,381.0,360.0
400,1,388.0,346.0
401,1,392.0,340.0
402,1,392.0,337.0
403,1,392.0,330.0
404,1,395.0,327.0
405,1,397.0,326.0
406,1,399.0,328.0
407,1,401.0,331.0
408,1,403.0,336.0
409,1,405.0,341.0
410,1,408.0,346.0
411,1,408.0,356.0
412,1,410.0,365.0
413,1,409.0,367.0
414,1,411.0,368.0
415,1,412.0,373.0
416,1,412.0,379.0
417,1,410.0,384.0
418,1,411.0,391.0
419,1,411.0,402.0
420,1,412.0,413.0
421,1,408.0,423.0
422,1,410.0,435.0
423,0,0,0
424,0,0,0
425,1,410.0,485.0
426,1,409.0,498.0
427,1,408.0,492.0
428,1,406.0,487.0
429,1,410.0,488.0
430,1,407.0,485.0
431,1,408.0,486.0
432,1,403.0,489.0
433,1,406.0,493.0
434,1,405.0,498.0
435,1,406.0,498.0
436,1,406.0,498.0
437,1,408.0,496.0
438,1,406.0,496.0
439,1,405.0,498.0
440,1,404.0,497.0
441,0,0,0
442,0,0,0
443,0,0,0
444,0,0,0
445,1,406.0,501.0
446,1,406.0,500.0
447,1,404.0,499.0
448,1,407.0,501.0
449,1,405.0,500.0
450,1,406.0,498.0
451,0,0,0
452,0,0,0
