Frame,Visibility,X,Y
115,1,720.0,364.0
116,0,0,0
117,1,692.0,344.0
118,1,678.0,335.0
119,1,666.0,332.0
120,1,649.0,331.0
121,1,637.0,328.0
122,1,625.0,332.0
123,1,613.0,332.0
124,1,602.0,337.0
125,1,589.0,337.0
126,1,581.0,344.0
127,1,570.0,351.0
128,1,559.0,358.0
129,1,547.0,366.0
130,1,541.0,375.0
131,1,530.0,390.0
132,1,520.0,401.0
133,1,516.0,417.0
134,1,505.0,430.0
135,1,496.0,446.0
136,1,491.0,455.0
137,1,526.0,364.0
138,1,549.0,321.0
139,1,569.0,269.0
140,1,583.0,237.0
141,1,599.0,198.0
142,1,613.0,173.0
143,1,624.0,152.0
144,1,633.0,129.0
145,1,645.0,112.0
146,1,653.0,100.0
147,1,665.0,87.0
148,1,668.0,78.0
149,1,681.0,72.0
150,1,685.0,65.0
151,1,692.0,61.0
152,1,703.0,56.0
153,1,706.0,51.0
154,1,711.0,55.0
155,1,720.0,53.0
156,1,724.0,57.0
157,1,730.0,58.0
158,1,738.0,66.0
159,1,741.0,71.0
160,1,854.0,148.0
161,1,863.0,151.0
162,1,870.0,157.0
163,1,872.0,159.0
164,1,878.0,162.0
165,1,882.0,169.0
166,1,884.0,175.0
167,1,890.0,183.0
168,1,895.0,195.0
169,1,898.0,203.0
170,1,900.0,211.0
171,1,902.0,230.0
172,1,904.0,246.0
173,1,908.0,259.0
174,1,905.0,275.0
175,1,910.0,299.0
176,1,912.0,315.0
177,1,911.0,335.0
178,1,915.0,356.0
179,1,914.0,379.0
180,1,918.0,403.0
181,1,917.0,424.0
182,1,914.0,448.0
183,0,0,0
184,0,0,0
185,1,768.0,364.0
186,1,735.0,343.0
187,0,0,0
188,1,682.0,317.0
189,1,659.0,307.0
190,1,645.0,302.0
191,1,630.0,300.0
192,1,616.0,297.0
193,1,605.0,299.0
194,1,591.0,298.0
195,1,578.0,300.0
196,1,572.0,303.0
197,1,562.0,309.0
198,1,557.0,311.0
199,1,551.0,320.0
200,1,544.0,327.0
201,1,533.0,335.0
202,1,530.0,341.0
203,1,524.0,358.0
204,1,522.0,365.0
205,1,515.0,364.0
206,1,506.0,348.0
207,1,501.0,336.0
208,1,499.0,329.0
209,1,499.0,317.0
210,1,489.0,311.0
211,1,486.0,307.0
212,1,483.0,306.0
213,1,477.0,310.0
214,1,473.0,305.0
215,1,471.0,310.0
216,1,464.0,314.0
217,1,463.0,320.0
218,1,459.0,322.0
219,1,454.0,329.0
220,1,450.0,340.0
221,1,451.0,348.0
222,1,445.0,358.0
223,1,441.0,373.0
224,1,434.0,389.0
225,1,434.0,401.0
226,1,427.0,415.0
227,1,429.0,431.0
228,1,423.0,446.0
229,1,429.0,471.0
230,0,0,0
231,1,431.0,372.0
232,1,432.0,319.0
233,1,433.0,278.0
234,1,438.0,245.0
235,1,439.0,212.0
236,1,443.0,190.0
237,1,446.0,169.0
238,1,445.0,149.0
239,1,445.0,140.0
240,1,448.0,126.0
241,1,447.0,116.0
242,1,449.0,107.0
243,1,452.0,102.0
244,0,0,0
245,0,0,0
246,0,0,0
247,0,0,0
248,0,0,0
249,0,0,0
250,1,486.0,311.0
251,1,482.0,320.0
252,1,482.0,326.0
253,1,482.0,336.0
254,1,480.0,346.0
255,1,479.0,360.0
256,1,477.0,369.0
257,1,479.0,385.0
258,1,475.0,397.0
259,1,475.0,413.0
260,1,472.0,386.0
261,1,479.0,331.0
262,1,480.0,295.0
263,1,479.0,268.0
264,1,482.0,242.0
265,1,484.0,225.0
266,1,483.0,207.0
267,1,486.0,197.0
268,1,484.0,188.0
269,1,486.0,177.0
270,1,486.0,173.0
271,1,491.0,169.0
272,1,491.0,166.0
273,1,491.0,164.0
274,1,494.0,166.0
275,1,493.0,166.0
276,1,494.0,170.0
277,1,496.0,172.0
278,1,497.0,179.0
279,1,500.0,186.0
280,1,501.0,191.0
281,1,503.0,202.0
282,1,505.0,209.0
283,1,505.0,220.0
284,1,506.0,230.0
285,1,509.0,239.0
286,1,509.0,252.0
287,1,512.0,261.0
288,1,511.0,261.0
289,1,510.0,255.0
290,1,510.0,251.0
291,1,507.0,248.0
292,1,507.0,249.0
293,1,504.0,252.0
294,1,505.0,252.0
295,1,505.0,257.0
296,1,502.0,262.0
297,1,503.0,268.0
298,1,502.0,271.0
299,1,502.0,279.0
300,1,502.0,289.0
301,1,501.0,299.0
302,1,499.0,309.0
303,1,499.0,319.0
304,1,494.0,333.0
305,1,496.0,345.0
306,1,494.0,361.0
307,1,495.0,381.0
308,1,489.0,397.0
309,1,488.0,413.0
310,1,501.0,410.0
311,1,529.0,356.0
312,1,556.0,307.0
313,1,579.0,280.0
314,1,601.0,252.0
315,1,621.0,233.0
316,1,632.0,211.0
317,1,646.0,195.0
318,1,655.0,185.0
319,1,672.0,169.0
320,1,686.0,162.0
321,1,691.0,157.0
322,1,701.0,150.0
323,1,709.0,147.0
324,1,722.0,144.0
325,1,729.0,144.0
326,1,737.0,144.0
327,1,743.0,146.0
328,1,752.0,149.0
329,1,759.0,153.0
330,1,764.0,159.0
331,1,769.0,164.0
332,1,778.0,175.0
333,1,784.0,181.0
334,1,788.0,190.0
335,1,794.0,202.0
336,1,800.0,211.0
337,1,803.0,223.0
338,1,813.0,234.0
339,1,815.0,241.0
340,1,819.0,185.0
341,1,824.0,149.0
342,1,824.0,109.0
343,1,825.0,82.0
344,1,826.0,59.0
345,1,827.0,38.0
346,1,832.0,20.0
347,1,830.0,9.0
348,1,828.0,3.0
349,0,0,0
350,0,0,0
351,0,0,0
352,0,0,0
353,0,0,0
354,0,0,0
355,0,0,0
356,0,0,0
357,0,0,0
358,0,0,0
